Input image,Output image with predicted instances,flag,username,timestamp
flagged/Input image/b8ada351584d8c7721e3/IMG_0513.jpeg,flagged/Output image with predicted instances/5d847979f67f0738fcd8/image.webp,,,2024-06-09 21:31:08.891745
